symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
NEFM	0.003675266332697868	No data	No data	No data	No data	0.030227670214577826	No data	No data	neurofilament medium chain
SLCO4A1	0.0036736085414738767	No data	No data	No data	No data	No data	0.030214035511166644	No data	solute carrier organic anion transporter family member 4A1
PTPRR	0.003635057358838439	No data	No data	No data	No data	No data	0.02989696667054454	No data	protein tyrosine phosphatase receptor type R
MT-TV	0.00362977999784765	No data	No data	No data	No data	No data	0.02985356238002725	No data	mitochondrially encoded tRNA-Val (GUN)
PPEF1	0.003595605694857331	No data	No data	No data	No data	No data	0.029572491712736005	No data	protein phosphatase with EF-hand domain 1
CCN3	0.0035760176020797015	No data	No data	No data	No data	0.012158615952232422	0.026371733098505108	No data	cellular communication network factor 3
OLFM3	0.003527171408104753	No data	No data	No data	No data	No data	0.02900964568633435	No data	olfactomedin 3
EIF2AK3	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	eukaryotic translation initiation factor 2 alpha kinase 3
TAF11	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	TATA-box binding protein associated factor 11
AP4M1	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	adaptor related protein complex 4 subunit mu 1
SLC25A14	0.0035110086195046675	No data	No data	No data	No data	0.028876712886552	No data	No data	solute carrier family 25 member 14
HIPK2	0.0035050998174301112	No data	No data	No data	No data	No data	0.028828115232857124	No data	homeodomain interacting protein kinase 2
HIF3A	0.0035015918571201197	No data	No data	No data	No data	No data	0.02879926359115898	No data	hypoxia inducible factor 3 subunit alpha
NWD2	0.0035015918571201197	No data	No data	No data	No data	No data	0.02879926359115898	No data	NACHT and WD repeat domain containing 2
SHH	0.003490476405355517	No data	No data	No data	No data	0.02870784322054877	No data	No data	sonic hedgehog signaling molecule
PTGER3	0.003490476405355517	No data	No data	No data	No data	0.02870784322054877	No data	No data	prostaglandin E receptor 3
CNTN2	0.003490476405355517	No data	No data	No data	No data	0.02870784322054877	No data	No data	contactin 2
LIMK1	0.003490476405355517	No data	No data	No data	No data	0.02870784322054877	No data	No data	LIM domain kinase 1
IL15	0.003490476405355517	No data	No data	No data	No data	0.02870784322054877	No data	No data	interleukin 15
TRAF3IP2	0.003449365785971815	No data	No data	No data	No data	No data	0.02836972398440205	No data	TRAF3 interacting protein 2
ARL4D	0.00341220277845539	No data	No data	No data	No data	No data	0.028064072357091612	No data	ADP ribosylation factor like GTPase 4D
ST8SIA4	0.0033994393791463057	No data	No data	No data	No data	0.024823840902474525	0.01254102936448942	No data	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
STYK1	0.0033670768238676205	No data	No data	No data	No data	No data	0.027692928513375716	No data	serine/threonine/tyrosine kinase 1
GLIS3	0.0033564413220292847	No data	No data	No data	No data	0.024317231904464845	0.01315289457689511	No data	GLIS family zinc finger 3
GOT1	0.0033458372458649494	No data	No data	No data	No data	No data	0.027518241048238936	No data	glutamic-oxaloacetic transaminase 1
COL9A1	0.003341780155561694	No data	No data	No data	No data	No data	0.027484873020831913	No data	collagen type IX alpha 1 chain
AK1	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	adenylate kinase 1
GJA1	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	gap junction protein alpha 1
ANKS1A	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	ankyrin repeat and sterile alpha motif domain containing 1A
CA3	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	carbonic anhydrase 3
STK11	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	serine/threonine kinase 11
NRG4	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	neuregulin 4
PLXNB1	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	plexin B1
GABARAP	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	GABA type A receptor-associated protein
CCL22	0.003326218692162316	No data	No data	No data	No data	0.02735688589252295	No data	No data	C-C motif chemokine ligand 22
AMIGO2	0.0033060044718964147	No data	No data	No data	No data	No data	0.027190631605478133	No data	adhesion molecule with Ig like domain 2
ATL1	0.003304849442851123	No data	No data	No data	No data	No data	0.027181131930105296	No data	atlastin GTPase 1
PCMT1	0.0032947362240989004	No data	No data	No data	No data	No data	0.02709795454550861	No data	protein-L-isoaspartate (D-aspartate) O-methyltransferase
MALAT1	0.0032871949145355742	No data	No data	No data	No data	0.027035930137525383	No data	No data	metastasis associated lung adenocarcinoma transcript 1
MYBPC1	0.003255850530558234	No data	No data	No data	No data	No data	0.02677813447969325	No data	myosin binding protein C1
TGM6	0.003245527090556156	No data	No data	No data	No data	0.02669322810513026	No data	No data	transglutaminase 6
APOB	0.0032159607021813807	No data	No data	No data	No data	0.026450055786085617	No data	No data	apolipoprotein B
SLC6A15	0.0031968516164324274	No data	No data	No data	No data	No data	0.026292890810861242	No data	solute carrier family 6 member 15
ST6GALNAC5	0.003161918637140831	No data	No data	No data	No data	No data	0.02600558031903522	No data	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
DLGAP1-AS4	0.003157939644125012	No data	No data	No data	No data	No data	0.02597285461216651	No data	DLGAP1 antisense RNA 4
NCSTN	0.0031568279254318285	No data	No data	No data	No data	0.025963711147996317	No data	No data	nicastrin
IL19	0.0031568279254318285	No data	No data	No data	No data	0.025963711147996317	No data	No data	interleukin 19
GCNT2	0.0031568279254318285	No data	No data	No data	No data	0.025963711147996317	No data	No data	glucosaminyl (N-acetyl) transferase 2 (I blood group)
AKR1A1	0.0031568279254318285	No data	No data	No data	No data	0.025963711147996317	No data	No data	aldo-keto reductase family 1 member A1
ANGPTL4	0.003149962965930027	No data	No data	No data	No data	No data	0.025907249462482344	No data	angiopoietin like 4
GABARAPL2	0.003128698792047492	No data	No data	No data	No data	0.025732359705571892	No data	No data	GABA type A receptor associated protein like 2
FBXL21P	0.0031106304435962405	No data	No data	No data	No data	0.025583754399489053	No data	No data	F-box and leucine rich repeat protein 21, pseudogene
ACOT7	0.0030890438476126798	No data	No data	No data	No data	0.012158615952232422	0.02236655885515211	No data	acyl-CoA thioesterase 7
TFF2	0.0030876343637491924	No data	No data	No data	No data	0.02539462037356544	No data	No data	trefoil factor 2
BTF3P11	0.00302850158699964	No data	No data	No data	No data	0.024908275735476142	No data	No data	basic transcription factor 3 pseudogene 11
MRAP2	0.003026993796676785	No data	No data	No data	No data	No data	0.024895874732526642	No data	melanocortin 2 receptor accessory protein 2
ATF3	0.0030248828006894544	No data	No data	No data	No data	0.012158615952232422	0.021838858603945105	No data	activating transcription factor 3
SLC27A4	0.0029955836179802048	No data	No data	No data	No data	No data	0.024637537938108744	No data	solute carrier family 27 member 4
RFX4	0.0029909410845338855	No data	No data	No data	No data	0.021277577916406734	0.013287107786863428	No data	regulatory factor X4
ENSG00000261604	0.0029844796202846587	No data	No data	No data	No data	No data	0.02454621177286781	No data	novel transcript, antisense to HMGCS1
ITFG1	0.0029762460738321592	No data	No data	No data	No data	No data	0.024478493979289608	No data	integrin alpha FG-GAP repeat containing 1
MTARC2	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	mitochondrial amidoxime reducing component 2
LMBRD1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	LMBR1 domain containing 1
HSP90B1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	heat shock protein 90 beta family member 1
BBS2	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	Bardet-Biedl syndrome 2
SEC62	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	SEC62 homolog, preprotein translocation factor
CD36	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	CD36 molecule
ADORA3	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	adenosine A3 receptor
KMT2C	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	lysine methyltransferase 2C
SURF6	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	surfeit 6
AFF2	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	ALF transcription elongation factor 2
TIPRL	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	TOR signaling pathway regulator
CUBN	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	cubilin
SOCS3	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	suppressor of cytokine signaling 3
H3P23	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	H3 histone pseudogene 23
CDC5L	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	cell division cycle 5 like
TNKS	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	tankyrase
NONO	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	non-POU domain containing octamer binding
PDE11A	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	phosphodiesterase 11A
ESD	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	esterase D
ABCC9	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	ATP binding cassette subfamily C member 9
CDKN2B-AS1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	CDKN2B antisense RNA 1
PCDHB16	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	protocadherin beta 16
NAGK	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	N-acetylglucosamine kinase
PGAM1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	phosphoglycerate mutase 1
TFDP1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	transcription factor Dp-1
GDI1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	GDP dissociation inhibitor 1
MRPS14	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	mitochondrial ribosomal protein S14
SLC6A11	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	solute carrier family 6 member 11
H3P17	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	H3 histone pseudogene 17
FOXD3	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	forkhead box D3
IFI6	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	interferon alpha inducible protein 6
CELF3	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	CUGBP Elav-like family member 3
NKILA	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	NF-kappaB interacting lncRNA
CALM1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	calmodulin 1
TENT2	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	terminal nucleotidyltransferase 2
SLITRK4	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	SLIT and NTRK like family member 4
DEFB1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	defensin beta 1
TRAF3IP1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	TRAF3 interacting protein 1
HABP2	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	hyaluronan binding protein 2
DIXDC1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	DIX domain containing 1
OAT	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	ornithine aminotransferase
CD83	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	CD83 molecule
CYP24A1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	cytochrome P450 family 24 subfamily A member 1
ENSG00000290929	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	novel transcript
AZIN2	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	antizyme inhibitor 2
PTBP1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	polypyrimidine tract binding protein 1
RHOG	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	ras homolog family member G
GATA3	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	GATA binding protein 3
DMRT1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	doublesex and mab-3 related transcription factor 1
SLC5A2	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	solute carrier family 5 member 2
EDEM2	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	ER degradation enhancing alpha-mannosidase like protein 2
PUM2	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	pumilio RNA binding family member 2
DDT	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	D-dopachrome tautomerase
IGHG4	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	immunoglobulin heavy constant gamma 4 (G4m marker)
ATF5	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	activating transcription factor 5
VAT1L	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	vesicle amine transport 1 like
CTH	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	cystathionine gamma-lyase
ATG5	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	autophagy related 5
YARS1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	tyrosyl-tRNA synthetase 1
CEBPA-DT	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	CEBPA divergent transcript
LINC02605	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	long intergenic non-protein coding RNA 2605
ATF2	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	activating transcription factor 2
BCL2L1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	BCL2 like 1
POLR3C	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	RNA polymerase III subunit C
GRIP2	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	glutamate receptor interacting protein 2
CAPN9	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	calpain 9
TRIM67	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	tripartite motif containing 67
RFXANK	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	regulatory factor X associated ankyrin containing protein
MAP7	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	microtubule associated protein 7
PTGFRN	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	prostaglandin F2 receptor inhibitor
SLC17A5	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	solute carrier family 17 member 5
HDAC7	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	histone deacetylase 7
DDX17	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	DEAD-box helicase 17
TP53AIP1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	tumor protein p53 regulated apoptosis inducing protein 1
YWHAZP5	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 5
ACTN4	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	actinin alpha 4
IFT122	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	intraflagellar transport 122
EFCAB2	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	EF-hand calcium binding domain 2
MSTO1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	misato mitochondrial distribution and morphology regulator 1
TNFRSF25	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	TNF receptor superfamily member 25
CELF2	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	CUGBP Elav-like family member 2
SLC22A12	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	solute carrier family 22 member 12
CLEC7A	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	C-type lectin domain containing 7A
H1-0	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	H1.0 linker histone
CCNB1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	cyclin B1
LMNA	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	lamin A/C
NR1H4	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	nuclear receptor subfamily 1 group H member 4
KCTD21	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	potassium channel tetramerization domain containing 21
ETS1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	ETS proto-oncogene 1, transcription factor
RPS3A	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	ribosomal protein S3A
ZDHHC4	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	zinc finger DHHC-type palmitoyltransferase 4
CSNK2A1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	casein kinase 2 alpha 1
ALPG	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	alkaline phosphatase, germ cell
BSG	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	basigin (Ok blood group)
ATRN	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	attractin
PCLAF	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	PCNA clamp associated factor
ACTG1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	actin gamma 1
RNPS1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	RNA binding protein with serine rich domain 1
FSTL1	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	follistatin like 1
H4C14	0.0029566388374776143	No data	No data	No data	No data	0.024317231904464845	No data	No data	H4 clustered histone 14
CLDN11	0.0029361066233284643	No data	No data	No data	No data	0.024148362238461615	No data	No data	claudin 11
C3orf62	0.0029361066233284643	No data	No data	No data	No data	0.024148362238461615	No data	No data	chromosome 3 open reading frame 62
TXNDC5	0.0029361066233284643	No data	No data	No data	No data	0.024148362238461615	No data	No data	thioredoxin domain containing 5
ATXN2	0.0029361066233284643	No data	No data	No data	No data	0.024148362238461615	No data	No data	ataxin 2
SEMA4F	0.002911109341933837	No data	No data	No data	No data	No data	0.023942769089596364	No data	ssemaphorin 4F
PDP1	0.0028980664692434565	No data	No data	No data	No data	0.012158615952232422	0.020795842425588774	No data	pyruvate dehydrogenase phosphatase catalytic subunit 1
GCNT1	0.002891952490004277	No data	No data	No data	No data	No data	0.023785211255671665	No data	glucosaminyl (N-acetyl) transferase 1
MT-TM	0.002865787508864948	No data	No data	No data	No data	No data	0.023570014219741562	No data	mitochondrially encoded tRNA-Met (AUA/G)
PCDH12	0.002843711659657289	No data	No data	No data	No data	0.023388448741447087	No data	No data	protocadherin 12
GABRR1	0.002843711659657289	No data	No data	No data	No data	0.023388448741447087	No data	No data	gamma-aminobutyric acid type A receptor subunit rho1
RHD	0.002843711659657289	No data	No data	No data	No data	0.023388448741447087	No data	No data	Rh blood group D antigen
SVOP	0.002838830698990373	No data	No data	No data	No data	No data	0.023348304693094117	No data	SV2 related protein
APOBEC3B	0.002771848910135263	No data	No data	No data	No data	0.02279740491043579	No data	No data	apolipoprotein B mRNA editing enzyme catalytic subunit 3B
VCL	0.002771848910135263	No data	No data	No data	No data	0.02279740491043579	No data	No data	vinculin
EN1	0.002771848910135263	No data	No data	No data	No data	0.02279740491043579	No data	No data	engrailed homeobox 1
BCAN	0.002771848910135263	No data	No data	No data	No data	0.02279740491043579	No data	No data	brevican
ENO1	0.002771848910135263	No data	No data	No data	No data	0.02279740491043579	No data	No data	enolase 1
NSRP1	0.002771848910135263	No data	No data	No data	No data	0.02279740491043579	No data	No data	nuclear speckle splicing regulatory protein 1
PINK1	0.002771848910135263	No data	No data	No data	No data	0.02279740491043579	No data	No data	PTEN induced kinase 1
ATXN8OS	0.002771848910135263	No data	No data	No data	No data	0.02279740491043579	No data	No data	ATXN8 opposite strand lncRNA
PTPRT	0.002771848910135263	No data	No data	No data	No data	0.02279740491043579	No data	No data	protein tyrosine phosphatase receptor type T
PLPPR4	0.0027652546121188257	No data	No data	No data	No data	No data	0.022743169312878102	No data	phospholipid phosphatase related 4
SERPINF1	0.002757163550912429	No data	No data	No data	No data	0.012158615952232422	0.019636969418294254	No data	serpin family F member 1
NALF1-IT1	0.002756217595188773	No data	No data	No data	No data	No data	0.022668843279672047	No data	NALF1 intronic transcript 1
RYR2	0.002751316695986113	No data	No data	No data	No data	0.02262853524443256	No data	No data	ryanodine receptor 2
BANF1	0.002751316695986113	No data	No data	No data	No data	0.02262853524443256	No data	No data	BAF nuclear assembly factor 1
ITGAM	0.002751316695986113	No data	No data	No data	No data	0.02262853524443256	No data	No data	integrin subunit alpha M
DR1	0.002751316695986113	No data	No data	No data	No data	0.02262853524443256	No data	No data	down-regulator of transcription 1
MCPH1	0.002751316695986113	No data	No data	No data	No data	0.02262853524443256	No data	No data	microcephalin 1
FXYD1	0.002751316695986113	No data	No data	No data	No data	0.02262853524443256	No data	No data	FXYD domain containing ion transport regulator 1
AKAP5	0.002751316695986113	No data	No data	No data	No data	0.02262853524443256	No data	No data	A-kinase anchoring protein 5
HNF4A	0.002751316695986113	No data	No data	No data	No data	0.02262853524443256	No data	No data	hepatocyte nuclear factor 4 alpha
BOD1	0.002751316695986113	No data	No data	No data	No data	0.02262853524443256	No data	No data	biorientation of chromosomes in cell division 1
CFD	0.002751316695986113	No data	No data	No data	No data	0.02262853524443256	No data	No data	complement factor D
TIMELESS	0.002751316695986113	No data	No data	No data	No data	0.02262853524443256	No data	No data	timeless circadian regulator
NPY2R	0.002751316695986113	No data	No data	No data	No data	0.02262853524443256	No data	No data	neuropeptide Y receptor Y2
ADRB2	0.002751316695986113	No data	No data	No data	No data	0.02262853524443256	No data	No data	adrenoceptor beta 2
NES	0.002751316695986113	No data	No data	No data	No data	0.02262853524443256	No data	No data	nestin
EMX2OS	0.0027370092600324837	No data	No data	No data	No data	No data	0.02251086201575391	No data	EMX2 opposite strand/antisense RNA
SLC39A10	0.002716437611008129	No data	No data	No data	No data	No data	0.022341668012874186	No data	solute carrier family 39 member 10
FREM3	0.002702618209319293	No data	No data	No data	No data	No data	0.022228008680733685	No data	FRAS1 related extracellular matrix 3
PCSK1	0.002700914558580869	No data	No data	No data	No data	No data	0.022213996800227568	No data	proprotein convertase subtilisin/kexin type 1
PGAP4	0.0026862961418889974	No data	No data	No data	No data	No data	0.022093765873045536	No data	post-GPI attachment to proteins GalNAc transferase 4
KCNK1	0.0026695503784163748	No data	No data	No data	No data	0.01654922726831635	0.017818731509192935	No data	potassium two pore domain channel subfamily K member 1
DUSP1	0.0026680798933048583	No data	No data	No data	No data	0.01823792392834863	0.014824080864694588	No data	dual specificity phosphatase 1
GLCE	0.002591145788745392	No data	No data	No data	No data	No data	0.021311190343746615	No data	glucuronic acid epimerase
C3orf80	0.002588717742608167	No data	No data	No data	No data	No data	0.021291220586113314	No data	chromosome 3 open reading frame 80
TGFB2	0.002588650990260941	No data	No data	No data	No data	0.01823792392834863	0.012210990580209255	No data	transforming growth factor beta 2
RANBP9	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	RAN binding protein 9
SAG	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	S-antigen visual arrestin
COMTD1	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	catechol-O-methyltransferase domain containing 1
SLC6A13	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	solute carrier family 6 member 13
TLR1	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	toll like receptor 1
HLA-DOA	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	major histocompatibility complex, class II, DO alpha
CCND1	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	cyclin D1
GALC	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	galactosylceramidase
SEPTIN11	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	septin 11
APOA4	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	apolipoprotein A4
STS	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	steroid sulfatase
SLC39A13	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	solute carrier family 39 member 13
PPIB	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	peptidylprolyl isomerase B
CDH12	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	cadherin 12
SLC25A16	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	solute carrier family 25 member 16
TNR	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	tenascin R
CDH18	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	cadherin 18
NOTCH2	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	notch receptor 2
JAG2	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	jagged canonical Notch ligand 2
RAB18	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	RAB18, member RAS oncogene family
AQP1	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	aquaporin 1 (Colton blood group)
LBX1	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	ladybird homeobox 1
PSAT1	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	phosphoserine aminotransferase 1
MMP1	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	matrix metallopeptidase 1
TXNRD2	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	thioredoxin reductase 2
SUMF1	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	sulfatase modifying factor 1
SSBP1	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	single stranded DNA binding protein 1
VCAM1	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	vascular cell adhesion molecule 1
NTN1	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	netrin 1
SLC25A32	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	solute carrier family 25 member 32
IL18RAP	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	interleukin 18 receptor accessory protein
SGK1	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	serum/glucocorticoid regulated kinase 1
TLR7	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	toll like receptor 7
SPTBN2	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	spectrin beta, non-erythrocytic 2
TFPI	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	tissue factor pathway inhibitor
GSTM2	0.0025870589827929123	No data	No data	No data	No data	0.021277577916406734	No data	No data	glutathione S-transferase mu 2
